Sale Identifier,Date,Book Title,Quantity,Unit Price,Total Price
1834,2023-05-21,Einstein: His Life and Universe,1,13.68,13.68
1834,2022-03-03,The Time Machine,2,45.4,90.8
1834,2020-02-26,Soft Power,1,13.57,13.57
1835,2019-01-05,The Haunting of Hill House,1,44.56,44.56
1836,2019-08-23,How to Do Nothing: Resisting the Attention Economy,1,47.99,47.99
1836,2022-11-23,Letters from a Stoic,1,49.04,49.04
1836,2023-06-12,Complications,2,42.83,85.66
1836,2021-06-18,The Girl on the Train,3,14.24,42.72
1836,2021-09-10,Uncanny Valley,3,42.35,127.05
1836,2020-11-10,"Gone, Baby, Gone",3,19.25,57.75
1837,2023-01-05,Humankind: A Hopeful History,1,26.99,26.99
1837,2025-06-06,The Happiness Trap,3,27.43,82.29
1838,2020-09-07,Alone Together,3,39.12,117.36
1838,2025-07-05,Emotional Intelligence: Why It Can Matter More Than IQ,3,20.47,61.41
1838,2023-03-04,The Bourne Identity,2,38.82,77.64
1839,2019-06-07,Childhood's End,3,14.63,43.89
1840,2025-04-15,New Dark Age: Technology and the End of the Future,3,24.88,74.64
1840,2023-04-04,The Four Pillars of Investing,2,11.32,22.64
1841,2021-05-16,Spare,2,21.31,42.62
1841,2019-10-26,The Spy Who Came in from the Cold,1,24.48,24.48
1842,2022-08-03,One Hundred Years of Solitude,2,33.25,66.5
1843,2024-04-18,Mindset: The New Psychology of Success,1,35.09,35.09
1843,2019-06-02,The Five Dysfunctions of a Team,3,36.24,108.72
1844,2022-03-02,Starship Troopers,1,19.68,19.68
1845,2025-07-25,The Battle for Paradise: Puerto Rico Stays Strong,3,31.2,93.6
1845,2024-03-21,The Money Masters,3,49.73,149.19
1846,2023-04-26,Tiny Habits,3,14.16,42.48
1847,2023-08-25,Security Analysis,3,40.92,122.76
1848,2025-10-23,Principles for Dealing with the Changing World Order,1,32.28,32.28
1849,2022-05-25,Us vs Them: The Failure of Globalism,2,16.13,32.26
1850,2025-03-27,Meditations,1,37.94,37.94
1851,2019-04-14,Fahrenheit 451,3,12.25,36.75
1852,2025-08-16,How Emotions Are Made,3,33.24,99.72
1853,2023-06-18,Us vs Them: The Failure of Globalism,3,45.49,136.47
1854,2024-12-01,The Little Book of Common Sense Investing,1,37.58,37.58
1855,2024-12-18,The Financial Diet,2,47.28,94.56
1856,2024-05-23,Steve Jobs,2,30.87,61.74
1857,2025-09-30,Writing Down the Bones,2,46.89,93.78
1857,2021-02-15,A Brief History of Time,2,39.08,78.16
1858,2020-11-11,Your Money or Your Life,1,34.23,34.23
1859,2020-06-21,The Only Game in Town,3,42.22,126.66
1860,2022-11-08,The Seven Principles for Making Marriage Work,3,21.82,65.46
1861,2024-04-27,Writing Down the Bones,1,18.07,18.07
1861,2019-04-30,Frankenstein,2,43.03,86.06
1862,2023-05-14,When Genius Failed,3,44.11,132.33
1863,2019-02-25,My Life on the Road,3,18.5,55.5
1863,2023-04-03,Mistborn,3,18.09,54.27
1863,2022-09-03,"Farewell, My Lovely",1,25.24,25.24
1864,2022-11-15,Homecoming: Reclaiming and Championing Your Inner Child,2,14.17,28.34
1864,2022-02-09,SPQR: A History of Ancient Rome,3,24.0,72.0
1864,2025-03-04,The Art of Thinking Clearly,2,27.66,55.32
1864,2023-11-01,Do Androids Dream of Electric Sheep?,3,28.1,84.3
1865,2022-08-20,The Green Mile,1,45.27,45.27
1866,2024-05-04,Rosemary's Baby,1,45.53,45.53
1867,2019-08-11,The Children of Men,2,17.64,35.28
1867,2023-08-02,Educated,3,30.41,91.23
1868,2019-12-12,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,2,37.18,74.36
1868,2020-12-22,The Republic,2,42.59,85.18
1869,2024-03-03,All About Love,3,14.96,44.88
1869,2021-01-19,The Duke and I,3,43.53,130.59
1870,2021-08-23,The Most Important Thing: Uncommon Sense for the Thoughtful Investor,1,35.92,35.92
1870,2022-10-05,What Do You Want To Do When You Grow Up?: Career Planning for the 21st Century,1,42.17,42.17
1870,2022-11-25,Walden,1,39.01,39.01
1871,2025-03-14,Race After Technology,1,43.38,43.38
1872,2019-05-31,Contested Will,1,25.9,25.9
1872,2022-11-03,The Matarese Circle,2,11.57,23.14
1873,2021-06-29,Human Scale Development,3,36.96,110.88
1873,2021-11-11,Emotional Intelligence 2.0,1,12.58,12.58
1874,2022-03-14,Gender Trouble,1,23.68,23.68
1874,2019-10-09,I'm Glad My Mom Died,2,45.75,91.5
1874,2020-08-05,Digital Minimalism: Choosing a Focused Life in a Noisy World,2,14.06,28.12
1874,2024-05-03,The Seven Principles for Making Marriage Work,2,41.4,82.8
1875,2019-09-24,Caste: The Origins of Our Discontents,1,24.22,24.22
1875,2019-06-30,The Richest Man in Babylon,3,46.12,138.36
1875,2019-02-11,The Devil in the White City,3,12.86,38.58
1875,2019-01-18,Why I'm No Longer Talking to White People About Race,2,16.0,32.0
1875,2022-02-03,Crime and Punishment,3,43.0,129.0
1875,2020-11-21,Born a Crime,1,29.72,29.72
1875,2025-11-19,Writing Down the Bones,2,31.57,63.14
1875,2024-01-16,Too Big to Fail,2,37.96,75.92
1875,2024-01-20,Energy and Civilization: A History,2,46.82,93.64
1876,2025-05-26,And Then There Were None,2,31.29,62.58
1877,2021-10-02,Sense and Sensibility,1,47.32,47.32
1878,2022-10-20,The Second Sex,1,33.05,33.05
1878,2020-08-06,Astrophysics for People in a Hurry,2,23.17,46.34
1879,2019-03-04,War and Peace,2,25.48,50.96
1879,2022-05-09,Pilgrim at Tinker Creek,1,45.37,45.37
1879,2020-07-29,Rage Becomes Her: The Power of Women's Anger,1,35.41,35.41
1880,2020-08-31,SPQR: A History of Ancient Rome,3,12.87,38.61
1881,2019-06-21,What Do You Want To Do When You Grow Up?: Career Planning for the 21st Century,1,32.86,32.86
1881,2025-12-26,Leaders Eat Last,1,22.7,22.7
1881,2022-07-10,Homecoming: Reclaiming and Championing Your Inner Child,1,24.7,24.7
1882,2020-06-18,I Will Teach You to Be Rich,2,29.8,59.6
1882,2021-06-02,Dead Wake,1,29.7,29.7
1883,2024-02-19,Why I'm No Longer Talking to White People About Race,1,26.73,26.73
1884,2023-03-30,Angels & Demons,1,34.67,34.67
1884,2020-01-30,The Only Game in Town,2,11.29,22.58
1885,2024-11-04,The Secret Place,1,41.62,41.62
1885,2021-01-31,Good to Great,3,31.42,94.26
1885,2025-07-31,The Art of Thinking Clearly,1,26.77,26.77
1886,2025-11-04,Stories of Your Life and Others,3,25.75,77.25
1886,2025-12-25,The 4-Hour Workweek,3,47.68,143.04
1887,2020-04-19,Norse Mythology,1,16.52,16.52
1888,2022-10-30,The Selfish Gene,1,38.45,38.45
1888,2024-08-14,World Without Mind: The Existential Threat of Big Tech,1,47.42,47.42
1888,2025-04-09,A Walk to Remember,1,31.86,31.86
1888,2023-07-20,Can You Keep a Secret?,1,26.36,26.36
1888,2021-05-22,Influence: The Psychology of Persuasion,1,40.48,40.48
1888,2022-10-23,The 5 Love Languages,1,22.47,22.47
1888,2020-11-25,Us vs Them: The Failure of Globalism,2,13.39,26.78
1888,2019-05-02,The Financial Diet,3,26.97,80.91
1889,2020-02-20,The Big Sleep,3,15.17,45.51
1890,2019-07-17,Orientalism,2,38.15,76.3
1891,2023-09-04,Saving Capitalism,2,19.57,39.14
1891,2022-06-25,Steve Jobs,3,34.58,103.74
1891,2023-10-25,Dune Messiah,1,39.01,39.01
1891,2023-03-27,The Gene: An Intimate History,2,43.37,86.74
1892,2022-03-14,Why We Sleep,2,20.3,40.6
1893,2022-03-27,Letters from a Stoic,3,48.37,145.11
1894,2025-12-02,Too Big to Fail,2,30.87,61.74
1895,2024-10-21,Freakonomics,1,16.05,16.05
1896,2021-03-03,Man's Search for Meaning,2,17.36,34.72
1896,2022-04-29,Distracted: The Erosion of Attention and the Coming Dark Age,2,38.25,76.5
1897,2019-08-12,Mating in Captivity,3,39.14,117.42
1898,2025-09-27,Mythos,3,42.65,127.95
1898,2023-06-23,A Scanner Darkly,3,26.92,80.76
1899,2020-05-11,Strangers on a Train,1,26.44,26.44
1900,2025-07-22,The Myth of Normal,1,24.42,24.42
1901,2024-08-16,Tao Te Ching,1,47.22,47.22
1901,2019-11-12,Selected Poems,3,47.24,141.72
1902,2019-03-02,Titan: The Life of John D. Rockefeller,1,42.99,42.99
1903,2021-12-01,Strangers on a Train,1,26.1,26.1
1903,2025-01-31,The Better Angels of Our Nature,2,23.46,46.92
1904,2025-05-27,World Without Mind: The Existential Threat of Big Tech,3,28.78,86.34
1905,2023-11-14,Twenty Thousand Leagues Under the Seas,1,39.21,39.21
1905,2024-04-23,Politics,1,34.51,34.51
1905,2024-11-04,The Next 100 Years,3,39.67,119.01
1906,2022-10-17,The World Is Flat,2,13.81,27.62
1906,2025-10-18,The Attention Merchants,2,39.64,79.28
1906,2020-03-01,The Maltese Falcon,2,39.1,78.2
1907,2021-02-24,A Life on Our Planet,2,23.27,46.54
1907,2024-07-29,Four Thousand Weeks: Time Management for Mortals,2,44.71,89.42
1907,2023-08-23,Emotional Intelligence: Why It Can Matter More Than IQ,1,28.49,28.49
1908,2020-04-02,The Sixth Extinction,1,22.56,22.56
1908,2021-07-26,History of the Peloponnesian War,1,24.85,24.85
1908,2025-01-06,Beating the Street,3,12.01,36.03
1908,2024-03-26,Neuromancer,3,43.65,130.95
1908,2025-03-26,The State of Affairs,2,35.13,70.26
1908,2019-10-10,Misbehaving: The Making of Behavioral Economics,2,23.05,46.1
1908,2024-06-02,Strangers on a Train,3,37.21,111.63
1909,2020-03-22,The Maltese Falcon,1,21.85,21.85
1910,2024-09-24,Originals: How Non-Conformists Move the World,2,33.8,67.6
1911,2022-08-31,The 4-Hour Workweek,3,34.76,104.28
1912,2020-08-05,Twitter and Tear Gas: The Power and Fragility of Networked Protest,1,24.59,24.59
1913,2024-11-04,Adrift: America in 100 Charts,2,34.67,69.34
1914,2023-02-28,The War of the Worlds,1,35.79,35.79
1914,2025-09-13,Devil in Winter,3,41.31,123.93
1914,2023-11-06,Greenlights,3,24.28,72.84
1914,2022-03-16,The Value of Everything: Making and Taking in the Global Economy,2,19.73,39.46
1914,2022-10-01,Team of Rivals,1,12.92,12.92
1915,2019-04-29,How to Blow Up a Pipeline,2,26.8,53.6
1916,2025-03-25,Financial Literacy for Beginners,3,21.31,63.93
1916,2020-04-30,Tiny Habits,2,19.24,38.48
1917,2022-01-20,Getting the Love You Want,1,32.44,32.44
1918,2020-09-25,The Duke and I,1,44.07,44.07
1919,2022-10-27,Mindset: The New Psychology of Success,3,17.84,53.52
1920,2020-10-16,12 Rules for Life,1,13.06,13.06
1921,2021-03-16,Noise: A Flaw in Human Judgment,3,11.07,33.21
1921,2019-07-25,Race After Technology,3,40.1,120.3
1921,2023-03-14,Born a Crime,2,38.04,76.08
1922,2025-06-15,The Caves of Steel,2,10.93,21.86
1923,2024-09-29,Noise: A Flaw in Human Judgment,1,33.81,33.81
1923,2024-04-12,Twitter and Tear Gas: The Power and Fragility of Networked Protest,2,34.8,69.6
1923,2025-07-05,Cosmos,3,26.31,78.93
1924,2022-03-16,My Grandmother's Hands: Racialized Trauma and the Pathway to Mending Our Hearts and Bodies,2,26.77,53.54
1925,2023-04-22,Leaders Eat Last,1,13.22,13.22
1925,2025-08-12,What Color Is Your Parachute?,3,43.93,131.79
1926,2019-09-05,Letters from a Stoic,1,12.78,12.78
1927,2021-05-29,Broke Millennial Takes On Investing,3,49.04,147.12
1928,2020-02-10,We Are Displaced,1,26.26,26.26
1928,2025-06-26,Big Little Lies,3,43.7,131.1
1928,2021-12-20,Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,3,12.53,37.59
1928,2019-09-05,Security Analysis,1,23.52,23.52
1928,2022-05-18,Greenlights,3,48.85,146.55
1928,2020-08-30,Wired for Love,2,38.0,76.0
1929,2025-11-14,Alexander Hamilton,2,35.91,71.82
1930,2020-08-26,The Caves of Steel,3,30.43,91.29
1931,2020-05-26,The Hunger Games,2,29.59,59.18
1932,2025-12-03,The Girl on the Train,3,45.62,136.86
1933,2024-10-03,Gender Trouble,1,38.22,38.22
1933,2022-02-01,Why We Sleep,1,42.54,42.54
1934,2020-01-26,The Alchemist,3,47.24,141.72
1934,2025-01-11,Starship Troopers,3,46.66,139.98
1934,2022-03-26,The Post-American World,2,11.46,22.92
1935,2024-11-04,The Art of War,1,14.03,14.03
1935,2020-06-09,Tinker Tailor Soldier Spy,1,41.95,41.95
1935,2023-09-29,The Duke and I,3,12.94,38.82
1935,2021-11-10,The Automatic Millionaire,1,31.24,31.24
1936,2024-06-06,Eloquent Rage: A Black Feminist Discovers Her Superpower,1,10.43,10.43
1937,2023-10-24,The Richest Man in Babylon,1,27.47,27.47
1938,2020-10-04,In Catastrophic Times: Resisting the Coming Barbarism,3,25.09,75.27
1939,2019-12-07,Murder on the Orient Express,3,19.33,57.99
1940,2019-04-05,Underland,2,43.58,87.16
1940,2021-07-12,The Martian,2,37.53,75.06
1941,2025-06-02,The Big Sleep,3,26.92,80.76
1941,2021-07-19,Eloquent Rage: A Black Feminist Discovers Her Superpower,1,42.29,42.29
1942,2021-10-05,The Artist's Way,1,37.81,37.81
1942,2019-11-04,Stories of Your Life and Others,1,27.88,27.88
1942,2020-07-14,Behave: The Biology of Humans at Our Best and Worst,2,42.29,84.58
1943,2025-03-26,The Prince,1,46.42,46.42
1944,2021-04-21,How to Win Friends and Influence People,3,13.77,41.31
1945,2023-08-14,The Souls of Black Folk,1,11.88,11.88
1945,2019-01-03,Why We Sleep,1,49.19,49.19
1946,2019-09-27,The Republic,1,30.83,30.83
1947,2019-02-03,Lab Girl,1,13.9,13.9
1948,2022-02-04,The Clash of Civilizations and the Remaking of World Order,2,38.13,76.26
1948,2022-08-24,Team Human,3,45.27,135.81
1949,2022-10-04,Manufacturing Consent,2,44.16,88.32
1949,2021-01-06,Just Mercy: A Story of Justice and Redemption,1,40.35,40.35
1950,2023-03-19,The Only Investment Guide You'll Ever Need,2,31.92,63.84
1950,2020-05-21,The Bourne Identity,2,38.84,77.68
1950,2025-03-09,Harry Potter and the Philosopher's Stone,2,22.53,45.06
1950,2020-02-17,The Smartest Guys in the Room,2,38.12,76.24
1950,2020-09-13,Dune Messiah,1,24.53,24.53
1950,2021-10-27,Get Good with Money,3,40.9,122.7
1951,2020-02-26,The Republic,1,31.34,31.34
1951,2025-12-28,Facing Codependence,2,35.86,71.72
1951,2022-11-01,Get Good with Money,2,23.4,46.8
1952,2023-06-14,The Smartest Guys in the Room,2,32.47,64.94
1952,2025-01-22,My Life on the Road,2,24.11,48.22
1953,2019-05-25,How to Blow Up a Pipeline,1,21.28,21.28
1954,2020-12-11,World Order,2,49.34,98.68
1954,2025-08-29,Winners Take All: The Elite Charade of Changing the World,3,33.52,100.56
1954,2019-01-10,Fahrenheit 451,2,46.4,92.8
1954,2022-04-10,Unbound: My Story of Liberation and the Birth of the Me Too Movement,3,24.51,73.53
1955,2021-11-16,It Ends with Us,3,42.71,128.13
1955,2021-08-14,"Richer, Wiser, Happier",3,12.5,37.5
1955,2019-02-17,Greenlights,3,21.06,63.18
1956,2019-07-19,Awakenings,2,16.73,33.46
1956,2025-11-18,The War of Art,3,32.53,97.59
1957,2025-08-29,The Alchemist,2,45.03,90.06
1957,2022-03-14,The Selfish Gene,1,44.19,44.19
1958,2020-08-25,Leadership in Turbulent Times,3,45.56,136.68
1959,2025-02-09,Emotional Intelligence 2.0,2,37.09,74.18
1960,2022-03-28,Thinking in Bets,3,22.62,67.86
1961,2020-12-19,I'm Glad My Mom Died,1,37.49,37.49
1961,2022-12-04,Politics,3,46.08,138.24
1962,2024-09-07,Against Crisis & Disaster,2,28.32,56.64
1963,2019-04-22,On Tyranny,2,36.85,73.7
1963,2025-11-21,Great Expectations,1,45.47,45.47
1964,2019-12-30,Small Is Beautiful,3,22.48,67.44
1965,2021-05-11,The Woman in Cabin 10,1,22.46,22.46
1966,2020-04-15,A Random Walk Down Wall Street,3,12.38,37.14
1966,2025-09-01,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",3,23.31,69.93
1966,2019-12-02,How to Blow Up a Pipeline,3,49.34,148.02
1967,2023-10-25,Long Walk to Freedom,3,35.23,105.69
1968,2019-07-24,Rage Becomes Her: The Power of Women's Anger,2,39.16,78.32
1969,2019-02-22,Us vs Them: The Failure of Globalism,2,24.43,48.86
1969,2020-11-21,Nineteen Eighty-Four,3,41.04,123.12
1970,2023-06-14,Know My Name: A Memoir,3,45.24,135.72
1970,2022-06-12,Who Owns the Future?,1,19.96,19.96
1971,2019-07-18,Harry Potter and the Chamber of Secrets,2,29.91,59.82
1971,2021-09-09,Mating in Captivity,1,27.4,27.4
1971,2025-11-27,War and Peace,3,25.8,77.4
1971,2023-01-13,Beating the Street,2,29.95,59.9
1971,2022-04-18,The Brothers Karamazov,2,38.01,76.02
1972,2025-04-08,White Fragility,1,27.31,27.31
1973,2023-10-10,The Immortal Life of Henrietta Lacks,2,19.18,38.36
1974,2019-04-02,The Prince,3,24.33,72.99
1975,2023-08-14,Factfulness,2,20.4,40.8
1976,2019-09-18,The Effective Executive,3,34.5,103.5
1977,2019-10-29,Unbound: My Story of Liberation and the Birth of the Me Too Movement,2,48.96,97.92
1977,2020-08-06,The Revenge of Geography,2,28.63,57.26
1978,2019-07-28,The Time Machine,3,30.27,90.81
1978,2021-06-11,What Color Is Your Parachute?,2,26.9,53.8
1979,2019-06-10,Trauma and Recovery,1,21.55,21.55
1980,2020-09-08,The Cashflow Quadrant,2,18.0,36.0
1980,2022-02-09,Desert Solitaire,1,14.84,14.84
1980,2025-09-29,John Adams,1,22.71,22.71
1981,2022-05-24,Complications,3,10.52,31.56
1982,2024-02-11,Thrive,1,49.39,49.39
1983,2019-04-25,Underland,1,16.9,16.9
1983,2024-05-07,The Hunger Games,1,31.65,31.65
1984,2021-04-14,How to Blow Up a Pipeline,2,41.24,82.48
1985,2019-07-16,Humankind: A Hopeful History,2,34.03,68.06
1986,2022-08-24,The Little Book That Beats the Market,3,29.29,87.87
1986,2025-11-21,Antifragile,3,48.5,145.5
1986,2021-12-04,The 5 Love Languages,1,42.65,42.65
1987,2022-05-26,Analects,1,23.21,23.21
1987,2021-12-10,The Polyvagal Theory in Therapy,1,39.87,39.87
1987,2022-08-03,Shoe Dog,2,38.17,76.34
1987,2023-10-16,Winners Take All: The Elite Charade of Changing the World,3,43.65,130.95
1988,2021-12-12,"Gone, Baby, Gone",3,12.43,37.29
1989,2025-11-03,The Little Book That Beats the Market,1,42.05,42.05
1990,2023-04-08,The Brothers Karamazov,2,39.29,78.58
1991,2021-03-30,The Devil in the White City,2,23.86,47.72
1991,2019-06-11,Saving Capitalism,3,12.89,38.67
1991,2024-11-05,Women Who Love Too Much,1,40.8,40.8
1991,2023-03-25,Your Money or Your Life,3,30.95,92.85
1992,2023-03-10,Awakenings,1,40.8,40.8
1993,2023-03-22,"Whitney, My Love",1,34.89,34.89
1994,2020-11-18,The Spy Who Came in from the Cold,1,24.61,24.61
1995,2020-05-07,Educated,3,12.01,36.03
1995,2022-02-05,Caste: The Origins of Our Discontents,3,38.06,114.18
1996,2025-03-06,The 5 Love Languages,1,28.74,28.74
1997,2023-05-01,Beating the Street,3,36.3,108.9
1998,2025-11-17,Adrift: America in 100 Charts,1,26.35,26.35
1998,2021-12-21,The Richest Man in Babylon,1,21.91,21.91
1999,2023-08-27,Becoming,1,38.59,38.59
1999,2023-06-19,The Millionaire Next Door,3,43.8,131.4
2000,2024-05-21,Stamped from the Beginning,1,26.35,26.35
2000,2019-03-10,The Revenge of Geography,3,34.89,104.67
2000,2023-02-14,A Tale of Two Cities,3,10.59,31.77
2000,2020-01-29,Common Stocks and Uncommon Profits,1,34.89,34.89
2001,2021-11-03,Open,2,24.12,48.24
2001,2022-08-29,The Immortal Life of Henrietta Lacks,1,21.65,21.65
2002,2025-09-19,The Effective Executive,3,43.39,130.17
2003,2021-08-23,The Happiness Advantage,1,33.37,33.37
2004,2024-06-23,Letters from a Stoic,1,15.0,15.0
2004,2024-03-25,Outlive: The Science & Art of Longevity,1,29.18,29.18
2004,2023-07-23,The Lean Startup,2,27.21,54.42
2004,2022-06-17,Too Big to Fail,1,19.1,19.1
2004,2025-06-27,Enchiridion,3,33.66,100.98
2005,2021-02-03,On Tyranny,2,31.61,63.22
2005,2019-05-05,Limits to Growth,1,28.16,28.16
2006,2021-03-03,Principles for Dealing with the Changing World Order,1,15.69,15.69
2006,2021-02-22,Manufacturing Consent,1,31.87,31.87
2007,2025-02-07,Peace Is Every Step,3,40.5,121.5
2008,2023-10-17,Big Little Lies,1,18.91,18.91
2009,2024-04-05,The Green Mile,1,46.78,46.78
2010,2023-07-07,The Post-American World,3,39.74,119.22
2011,2019-07-09,The Art of Thinking Clearly,1,30.98,30.98
2011,2019-05-13,Winners Take All: The Elite Charade of Changing the World,1,32.19,32.19
2012,2020-05-14,My Grandmother's Hands: Racialized Trauma and the Pathway to Mending Our Hearts and Bodies,1,35.99,35.99
2013,2019-11-13,A Liberated Mind: How to Pivot Toward What Truly Matters,2,47.8,95.6
2014,2022-01-11,The Old Ways,1,40.51,40.51
2015,2020-07-02,What Color Is Your Parachute?,3,22.2,66.6
2016,2023-05-14,Moneyball,1,33.41,33.41
2016,2021-06-07,Mythos,2,31.55,63.1
2017,2022-03-28,Beating the Street,2,46.66,93.32
2018,2019-12-26,Know My Name: A Memoir,1,12.28,12.28
2019,2020-05-08,Financial Literacy for Beginners,3,10.55,31.65
2020,2025-11-12,"Guns, Germs, and Steel",1,12.1,12.1
2021,2024-01-29,Murder on the Orient Express,2,15.97,31.94
2021,2021-04-08,Race Matters,1,48.43,48.43
2021,2025-08-30,Letters from a Stoic,1,35.13,35.13
2021,2020-12-23,Get Good with Money,1,39.79,39.79
2021,2020-04-21,The Price of Inequality,1,11.67,11.67
2021,2020-08-10,The Matarese Circle,3,19.13,57.39
2021,2023-12-14,The Second Sex,2,26.15,52.3
2022,2021-02-16,The Undercover Economist,3,29.44,88.32
2022,2020-01-22,The Ice Twins,2,19.76,39.52
2022,2023-02-07,Silent Spring,2,30.87,61.74
2023,2022-06-15,The Only Game in Town,2,14.87,29.74
2024,2023-06-09,The Year of Less,1,49.42,49.42
2024,2020-08-19,A Night to Surrender,2,46.19,92.38
2024,2023-05-11,Stamped from the Beginning,3,17.93,53.79
2024,2023-08-11,Bridget Jones's Diary,2,29.19,58.38
2024,2024-05-25,Team Human,1,20.01,20.01
2025,2020-10-25,Good and Mad: The Revolutionary Power of Women's Anger,3,10.2,30.6
2025,2019-10-20,Leadership in Turbulent Times,2,33.5,67.0
2026,2019-06-12,Good to Great,2,41.53,83.06
2026,2022-03-04,The Undercover Economist,1,45.18,45.18
2026,2021-01-31,How to Break Up with Your Phone,3,17.15,51.45
2026,2025-08-24,Caste: The Origins of Our Discontents,2,28.1,56.2
2026,2023-05-06,Bad Feminist,2,47.62,95.24
2027,2025-04-05,All About Love,2,33.3,66.6
2028,2025-11-13,Sapiens: A Graphic History,1,30.31,30.31
2029,2025-12-25,In the Meantime,1,26.2,26.2
2030,2021-04-17,A Life on Our Planet,3,20.66,61.98
2031,2022-01-12,Misery,3,19.79,59.37
2031,2019-01-13,I Will Teach You to Be Rich,1,37.33,37.33
2032,2024-07-15,The Elements of Style,2,41.02,82.04
2032,2020-01-05,The World Is Flat,2,28.93,57.86
2033,2022-06-24,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,1,34.49,34.49
2033,2024-10-05,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,3,16.69,50.07
2034,2023-09-03,Anna Karenina,3,48.1,144.3
2035,2019-10-30,The Spy Who Came in from the Cold,2,28.72,57.44
2035,2019-04-03,The Maltese Falcon,2,20.29,40.58
2035,2019-01-04,Stamped from the Beginning,2,42.27,84.54
2036,2021-04-26,Team Human,2,39.49,78.98
2037,2025-03-11,Your Money or Your Life,1,14.48,14.48
2037,2023-05-07,Freakonomics,3,19.12,57.36
2037,2022-02-01,Energy and Civilization: A History,3,12.64,37.92
2038,2020-06-23,The Curious Incident of the Dog in the Night-Time,1,41.55,41.55
2039,2025-09-15,Stories of Your Life and Others,3,15.05,45.15
2040,2020-11-07,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,2,17.69,35.38
2041,2023-05-30,In Catastrophic Times: Resisting the Coming Barbarism,2,14.13,28.26
2041,2021-02-18,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",1,39.8,39.8
2042,2024-05-16,Meditations,2,15.61,31.22
2042,2025-08-30,How to Do Nothing: Resisting the Attention Economy,3,31.7,95.1
2042,2019-08-11,Between the World and Me,3,21.77,65.31
2042,2020-03-25,The War of the Worlds,2,14.52,29.04
2042,2025-02-06,Selected Poems,2,23.03,46.06
2042,2020-06-26,A Liberated Mind: How to Pivot Toward What Truly Matters,3,32.73,98.19
2043,2024-01-26,Crying in H Mart,3,21.55,64.65
2043,2019-07-09,The Shallows: What the Internet Is Doing to Our Brains,3,16.75,50.25
2043,2019-04-27,The ONE Thing,2,33.11,66.22
2043,2022-06-22,Orientalism,3,18.67,56.01
2044,2020-09-13,Misery,3,35.94,107.82
2045,2020-07-07,Great Expectations,3,30.64,91.92
2046,2019-10-01,Long Walk to Freedom,1,49.78,49.78
2046,2025-01-30,Peace Is Every Step,2,45.15,90.3
2046,2020-07-28,The Old Ways,3,34.64,103.92
2047,2020-02-29,"Whitney, My Love",1,24.24,24.24
2047,2021-07-01,Principles for Dealing with the Changing World Order,3,29.32,87.96
2047,2025-07-14,"Women, Race, & Class",3,47.2,141.6
2048,2023-04-13,Human Scale Development,2,34.87,69.74
2049,2022-04-23,Irrational Exuberance,1,23.98,23.98
2049,2023-05-15,A Return to Love,1,11.65,11.65
2049,2025-07-14,Bad Feminist,3,12.56,37.68
2049,2023-01-24,Rachel's Holiday,1,32.91,32.91
2050,2020-10-31,Shoe Dog,3,24.71,74.13
2051,2024-07-21,The Financial Diet,3,37.06,111.18
2052,2020-12-23,Boundary Boss,3,43.99,131.97
2053,2024-11-11,The 8th Habit,1,17.44,17.44
2054,2021-12-29,Big Little Lies,2,32.36,64.72
2054,2023-08-10,The World Is Flat,2,43.4,86.8
2054,2022-01-18,The Attention Merchants,1,17.2,17.2
2054,2024-08-21,Caste: The Origins of Our Discontents,1,31.56,31.56
2054,2023-10-18,Everything Is F*cked: A Book About Hope,3,44.55,133.65
2055,2025-09-06,"Women, Race, & Class",1,49.76,49.76
2055,2022-10-26,Soft Power,1,10.72,10.72
2055,2019-05-04,Limits to Growth,1,35.9,35.9
2055,2025-11-28,Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,2,19.25,38.5
2056,2021-01-24,No One Is Too Small to Make a Difference,2,32.99,65.98
2057,2020-02-10,And Then There Were None,2,49.29,98.58
2058,2021-11-26,Dune Messiah,3,23.94,71.82
2059,2022-06-05,The Devil in the White City,1,36.16,36.16
2060,2019-10-23,The Green Mile,1,14.05,14.05
2061,2024-10-03,Afford Anything,3,24.45,73.35
2062,2025-02-05,Capital in the Twenty-First Century,1,23.59,23.59
2062,2020-04-04,Race Matters,2,43.8,87.6
2062,2024-05-12,The Revenge of Geography,1,29.18,29.18
2062,2024-06-27,Originals: How Non-Conformists Move the World,1,26.78,26.78
2063,2021-04-16,The Art of War,3,48.34,145.02
2063,2025-03-28,The Battle for Paradise: Puerto Rico Stays Strong,3,20.32,60.96
2064,2020-10-23,The Little Book of Common Sense Investing,2,49.84,99.68
2065,2024-04-05,Think and Grow Rich,3,23.92,71.76
2065,2025-07-08,The Seven Principles for Making Marriage Work,2,41.49,82.98
2065,2022-08-22,The Effective Executive,3,26.18,78.54
